tid,car_id,track_start,track_end,start_lat,start_lon,end_lat,end_lon
350565,402,2014-06-11 18:50:10,2014-06-11 18:52:51,51.0593071,13.71722221,51.05827713,13.71019459
273378,192,2014-06-11 18:51:16,2014-06-11 19:15:31,51.12280655,13.76388931,51.0640564,13.88458347
428785,53,2014-06-11 18:53:40,2014-06-11 19:06:09,51.08605576,13.7385273,51.05230713,13.74230576
357641,247,2014-06-11 18:53:47,2014-06-11 19:12:12,51.05760956,13.7414999,51.05358505,13.73555565
4340,129,2014-06-11 18:54:17,2014-06-11 18:59:59,51.05094528,13.7444725,51.05597305,13.77544403
72232,268,2014-06-11 18:54:46,2014-06-11 18:57:42,51.04314041,13.69524956,51.04264069,13.67772198
50415,384,2014-06-11 18:55:16,2014-06-11 19:00:36,51.03900146,13.72719479,51.04314041,13.72791672
613804,345,2014-06-11 18:58:24,2014-06-11 19:04:39,51.04938889,13.73752785,51.03741837,13.71705532
584367,35,2014-06-11 18:58:50,2014-06-11 19:02:41,51.09280396,13.72544479,51.07691574,13.7248888
278654,271,2014-06-11 18:59:31,2014-06-11 19:07:45,51.02986145,13.75833321,51.05319595,13.73608303
48821,151,2014-06-11 19:00:48,2014-06-11 19:04:04,51.05802917,13.77330589,51.06033325,13.77119446
211653,224,2014-06-11 19:01:39,2014-06-11 19:09:31,51.04030609,13.74011135,51.03544617,13.72552776
463937,111,2014-06-11 19:04:54,2014-06-11 19:13:40,51.05099869,13.74141693,51.06414032,13.74877739
421154,200,2014-06-11 19:04:56,2014-06-11 19:19:17,51.11322403,13.78166676,51.0514183,13.74394417
255654,324,2014-06-11 19:08:59,2014-06-11 19:10:16,51.05147171,13.74466705,51.05116653,13.74819469
76982,214,2014-06-11 19:10:25,2014-06-11 19:19:13,51.04172134,13.73583317,51.0711937,13.75141716
297695,387,2014-06-11 19:11:08,2014-06-11 19:18:33,51.05147171,13.7442503,51.05383301,13.73522186
4341,129,2014-06-11 19:12:07,2014-06-11 19:17:16,51.05730438,13.76280594,51.05486298,13.73630524
389970,148,2014-06-11 19:12:16,2014-06-11 19:17:38,51.04175186,13.73588848,51.05102921,13.74444485
292413,394,2014-06-11 19:12:35,2014-06-11 19:20:00,51.07827759,13.74800014,51.07919312,13.70405579
151069,335,2014-06-11 19:12:46,2014-06-11 19:14:16,51.05727768,13.73174953,51.05699921,13.73161125
265389,59,2014-06-11 19:13:25,2014-06-11 19:21:54,51.06966782,13.74911118,51.05385971,13.73708344
611940,306,2014-06-11 19:13:37,2014-06-11 19:13:40,51.02147293,13.76152802,51.02149963,13.76150036
248352,12,2014-06-11 19:13:48,2014-06-11 19:30:33,51.02685928,13.82997227,51.05213928,13.73480606
548887,96,2014-06-11 19:13:54,2014-06-11 19:21:48,51.04039001,13.73375034,51.04850006,13.73844433
489568,225,2014-06-11 19:14:11,2014-06-11 19:17:48,51.04197311,13.73611069,51.04697037,13.73386097
142304,93,2014-06-11 19:14:53,2014-06-11 19:24:40,51.05444336,13.78213882,51.05058289,13.73680592
72233,268,2014-06-11 19:16:30,2014-06-11 19:20:01,51.04258347,13.68002796,51.04299927,13.69266701
684011,328,2014-06-11 19:17:34,2014-06-11 19:26:38,51.05738831,13.7873888,51.06666565,13.7855835
593709,37,2014-06-11 19:21:02,2014-06-11 19:32:17,51.12136078,13.78288841,51.14147186,13.80569458
409830,77,2014-06-11 19:21:24,2014-06-11 19:24:31,51.06233215,13.75211143,51.0621376,13.74450016
173058,194,2014-06-11 19:21:43,2014-06-11 19:32:16,51.04205704,13.70119476,51.04730606,13.69238853
475693,86,2014-06-11 19:22:14,2014-06-11 19:35:21,51.0395546,13.73349953,51.05997086,13.75141716
140296,149,2014-06-11 19:22:58,2014-06-11 19:29:59,51.05413818,13.78125,51.03472137,13.78713894
221650,33,2014-06-11 19:23:19,2014-06-11 19:27:02,51.12519455,13.82733345,51.11988831,13.78763866
151070,335,2014-06-11 19:24:31,2014-06-11 19:46:26,51.06375122,13.76022243,51.01797104,13.78308296
623649,100,2014-06-11 19:25:13,2014-06-11 19:31:59,51.0672226,13.74994469,51.06002808,13.75566673
668718,38,2014-06-11 19:25:17,2014-06-11 19:42:49,51.03880692,13.73313904,51.04208374,13.81161118
501910,105,2014-06-11 19:26:27,2014-06-11 19:35:35,51.0617485,13.73822212,51.06344604,13.7492218
8074,251,2014-06-11 19:26:32,2014-06-11 19:28:36,51.06552887,13.7411108,51.06541824,13.74127769
31401,110,2014-06-11 19:29:18,2014-06-11 19:48:24,51.04863739,13.80799961,51.03511047,13.7565279
428786,53,2014-06-11 19:29:36,2014-06-11 19:48:35,51.0700264,13.7496109,51.05847168,13.73869419
609464,78,2014-06-11 19:30:11,2014-06-11 19:36:42,51.03391647,13.72313881,51.05322266,13.73627758
211654,224,2014-06-11 19:30:19,2014-06-11 19:37:32,51.03963852,13.73130512,51.05113983,13.74775028
544195,201,2014-06-11 19:30:48,2014-06-11 19:32:45,51.04938889,13.74533367,51.05283356,13.7357502
611941,306,2014-06-11 19:31:12,2014-06-11 19:36:52,51.04039001,13.73383331,51.04711151,13.74377823
265390,59,2014-06-11 19:31:53,2014-06-11 19:37:52,51.07197189,13.73905563,51.05194473,13.73463917
25367,179,2014-06-11 19:32:57,2014-06-11 19:39:25,51.04202652,13.73619461,51.05105591,13.73227787
584368,35,2014-06-11 19:33:03,2014-06-11 19:44:03,51.05730438,13.74394417,51.06322098,13.82361126
